incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
KNF-4500,PONY,2016,42528,42645,SISKIYOU,NA,NA,NA,NA,NA,2860,USFS,BT,UNDETERMINED,csv
SBC-7344,SHERPA,2016,42536,42544,SANTA BARBARA,NA,5,NA,NA,NA,7474,USFS,BG,UNDETERMINED,csv
ANF-2417,RESERVOIR,2016,42541,42556,LOS ANGELES,NA,NA,NA,NA,1,1146,USFS,BG,HUMAN,csv
LAC-177288,FISH,2016,42541,42556,LOS ANGELES,NA,NA,NA,NA,NA,4253,USFS,BG,HUMAN,csv
CND-1415,ERSKINE,2016,42544,42560,KERN,NA,286,12,NA,2,48019,USFS,BGT,UNDETERMINED,csv
INF-992,MARINA,2016,42545,42555,MONO,NA,1,NA,NA,NA,654,USFS,BT,UNDETERMINED,csv
YNP-41,LAKES,2016,42547,42674,MARIPOSA,NA,NA,NA,NA,NA,1001,NPS,BT,LIGHTNING,csv
LPF-1986,PINE,2016,42551,42568,VENTURA,NA,NA,NA,NA,NA,2304,USFS,BT,UNDETERMINED,csv
KRN-24109,DEER,2016,42552,42561,KERN,NA,NA,NA,NA,NA,1785,CC,BGT,UNDETERMINED,csv
KRN-25390,FORT,2016,42559,42560,KERN,NA,NA,NA,NA,NA,554,CC,BG,UNDETERMINED,csv
LAC-198015,SAGE,2016,42560,42567,LOS ANGELES,NA,NA,2,NA,NA,1100,CC,BGT,CAMPFIRE,csv
MCP-2125,ROBLAR,2016,42572,42578,SAN DIEGO,NA,NA,NA,NA,NA,1245,MIL,BG,UNDETERMINED,csv
ANF-3008,SAND,2016,42573,42588,LOS ANGELES,NA,116,20,NA,1,41383,USFS,BGT,UNDETERMINED,csv
INF-1415,CLARK,2016,42586,42594,MONO,NA,NA,NA,NA,NA,2819,USFS,BGT,LIGHTNING,csv
BDF-10205,PILOT,2016,42589,42598,SAN BERNARDINO,NA,NA,NA,NA,NA,8110,USFS,BGT,UNDETERMINED,csv
INF-1457,HORSESHOE,2016,42591,42599,INYO,NA,NA,NA,NA,NA,369,USFS,BT,UNDETERMINED,csv
SQF-2595,CEDAR,2016,42598,42637,KERN,NA,6,NA,NA,NA,29322,USFS,BT,UNDETERMINED,csv
BDF-10468,BLUECUT,2016,42598,42621,SAN BERNARDINO,NA,321,8,NA,NA,36274,USFS,BGT,UNDETERMINED,csv
LPF-2809,REY,2016,42600,42628,SANTA BARBARA,NA,5,NA,NA,NA,32606,USFS,BG,UNDETERMINED,csv
STF-2257,MOKELUMNE,2016,42601,42633,ALPINE,NA,NA,NA,NA,NA,655,USFS,BGT,LIGHTNING,csv
SQF-2683,TULE,2016,42604,42604,TULARE,NA,NA,NA,NA,NA,395,USFS,BG,UNDETERMINED,csv
KRN-32226,RANGE,2016,42608,42613,KERN,NA,NA,NA,NA,NA,600,CC,BGT,HUMAN,csv
KNF-7501,GAP,2016,42609,42629,SISKIYOU,NA,14,NA,NA,NA,33867,USFS,BT,UNDETERMINED,csv
KRN-32375,HAVILA,2016,42609,42613,KERN,NA,NA,NA,NA,NA,304,CC,BG,UNDETERMINED,csv
SNF-2154,CROWN,2016,42628,42674,FRESNO,NA,NA,NA,NA,NA,800,USFS,T,LIGHTNING,csv
AFV-3151,CANYON,2016,42630,42637,SANTA BARBARA,NA,NA,NA,1,NA,12742,MIL,B,UNDETERMINED,csv
MDF-910,SOUP COMPLEX,2016,42630,42674,MODOC,NA,NA,NA,NA,NA,2722,USFS,GT,UNDETERMINED,csv
INF-1763,OWENS RIVER,2016,42630,42658,MONO,NA,4,NA,NA,NA,5443,USFS,BGT,UNDETERMINED,csv
KRN-35570,FLAT,2016,42632,42635,KERN,NA,NA,NA,NA,NA,307,CC,G,EQUIPMENT,csv
SQF-3261,SLATE,2016,42647,42679,TULARE,NA,NA,NA,NA,NA,2160,USFS,BT,LIGHTNING,csv
SNF-2370,SACATA,2016,42654,42662,FRESNO,NA,NA,NA,NA,NA,2100,USFS,BGT,UNDETERMINED,csv
SQF-3384,JACOBSON,2016,42663,42675,TULARE,NA,NA,NA,NA,NA,1702,USFS,BT,UNDETERMINED,csv
SQF-3456,MEADOW,2016,42672,42696,TULARE,NA,NA,NA,NA,NA,4347,USFS,BT,LIGHTNING,csv
SQF-3464,HIDDEN,2016,42676,42697,TULARE,NA,NA,NA,NA,NA,2768,USFS,BT,LIGHTNING,csv
