incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
BDU-1662,ROUND,2015,02/06/15,02/13/15,INYO,NA,43,5,NA,NA,"7,000",CAL FIRE,B,UNDETERMINED,pdf
RRU-44605,HIGHWAY,2015,04/18/15,04/24/15,RIVERSIDE,NA,NA,NA,NA,NA,"1,049",CAL FIRE,"T,G",EQUIPMENT,pdf
MMU-8812,FOREBAY,2015,05/11/15,05/12/15,MERCED,NA,NA,NA,NA,NA,692,CAL FIRE,G,VEHICLE,pdf
MMU-11662,CORRINE,2015,06/18/15,06/24/15,MADERA,NA,2,NA,NA,NA,920,CAL FIRE,"T,B,G",ELECTRICAL POWER,pdf
SLU-6113,PARKHILL,2015,06/20/15,06/20/15,SAN LUIS OBISPO,NA,18,3,NA,NA,"1,791",CAL FIRE,B,VEHICLE,pdf
AEU-17193,IONE,2015,07/02/15,07/05/15,SACRAMENTO,NA,NA,NA,NA,NA,357,CAL FIRE,G,ARSON,pdf
SKU-5078,YORK,2015,07/04/15,07/06/15,SISKIYOU,NA,NA,NA,NA,NA,395,CAL FIRE,G,LIGHTNING,pdf
MMU-13970,MCCABE,2015,07/18/15,07/22/15,MERCED,NA,NA,NA,NA,NA,"1,600",CAL FIRE,G,LIGHTNING,pdf
TUU-383,TRIPLE 3,2015,07/21/15,07/21/15,TULARE,NA,NA,NA,NA,NA,430,CAL FIRE,G,LIGHTNING,pdf
LNU-6678,WRAGG,2015,07/22/15,08/06/15,NAPA,NA,2,5,NA,NA,"8,051",CAL FIRE,B,VEHICLE,pdf
NEU-17851,LOWELL,2015,07/25/15,08/12/15,NEVADA,NA,3,1,NA,NA,"2,304",CAL FIRE,"T,G",UNDETERMINED,pdf
BTU-10917,SWEDES,2015,07/29/15,08/16/15,BUTTE,NA,16,NA,NA,NA,400,CAL FIRE,B,DEBRIS BURNING,pdf
LNU-6984,ROCKY,2015,07/29/15,08/14/15,LAKE,NA,96,8,NA,NA,"69,636",CAL FIRE,"T,B,G",EQUIPMENT,pdf
HUU-5606,HUMBOLDT COMPLEX,2015,07/30/15,08/21/15,HUMBOLDT,NA,7,NA,NA,NA,"4,883",CAL FIRE,T,LIGHTNING,pdf
MMU-14907,CREEK,2015,07/31/15,07/31/15,MERCED,NA,NA,NA,NA,NA,"1,450",CAL FIRE,G,VEHICLE,pdf
LNU-7410,JERUSALEM,2015,08/09/15,08/25/15,LAKE,NA,27,NA,NA,NA,"25,118",CAL FIRE,B,UNDETERMINED,pdf
RRU-90069,ANZA,2015,08/10/15,08/15/15,RIVERSIDE,NA,NA,NA,NA,NA,500,CAL FIRE,B,HUMAN,pdf
SLU-8555,CUESTA,2015,08/16/15,09/03/15,SAN LUIS OBISPO,NA,1,NA,NA,NA,"2,446",CAL FIRE,G,VEHICLE,pdf
SCU-5524,TESLA,2015,08/19/15,08/25/15,ALAMEDA,NA,1,NA,NA,NA,"2,850",CAL FIRE,G,UNDETERMINED,pdf
LNU-8268,ELK,2015,09/02/15,09/06/15,LAKE,NA,NA,NA,NA,NA,700,CAL FIRE,B,EQUIPMENT,pdf
AEU-24918,BUTTE,2015,09/09/15,10/23/15,AMADOR,NA,965,NA,NA,2,"70,868",CAL FIRE,"T,B,G",ELECTRICAL POWER,pdf
BTU-13363,LUMPKIN,2015,09/11/15,09/21/15,BUTTE,NA,NA,NA,NA,NA,"1,040",CAL FIRE,"T,B",ARSON,pdf
LNU-8670,VALLEY,2015,09/12/15,10/15/15,LAKE,NA,"1,958",93,NA,4,"76,067",CAL FIRE,"T,B,G",ELECTRICAL POWER,pdf
BEU-4217,TASSAJARA,2015,09/19/15,09/29/15,MONTEREY,NA,20,1,NA,NA,"1,086",CAL FIRE,B,UNDETERMINED,pdf
BTU-14554,MERIDIAN,2015,10/03/15,10/04/15,BUTTE,NA,NA,NA,NA,NA,860,CAL FIRE,G,EQUIPMENT,pdf
BEU-4582,CIENEGA,2015,10/12/15,10/16/15,SAN BENITO,NA,NA,NA,NA,NA,690,CAL FIRE,"T,B",ELECTRICAL POWER,pdf
OVD-107,VAN DYKE,2015,02/06/15,02/10/15,MONO,NA,NA,NA,NA,NA,509,USFS,BG,UNDETERMINED,pdf
MCP-1207,CARL,2015,04/28/15,04/29/15,SAN DIEGO,NA,NA,NA,NA,NA,"4,000",DOD,B,UNDETERMINED,pdf
MCP-1210,MORTAR,2015,04/28/15,04/29/15,SAN DIEGO,NA,NA,NA,NA,NA,800,DOD,B,UNDETERMINED,pdf
MCP-1212,GRENADE,2015,04/29/15,05/05/15,SAN DIEGO,NA,NA,NA,NA,NA,"2,025",DOD,B,UNDETERMINED,pdf
SHF-1371,SADDLE,2015,06/09/15,06/25/15,TRINITY,NA,NA,NA,NA,NA,"1,542",USFS,"T,B",LIGHTNING,pdf
FHL-001570,PEANUT,2015,06/11/15,06/11/15,MONTEREY,NA,NA,NA,NA,NA,"1,532",DOD,G,UNDETERMINED,pdf
