incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
LNU-477,BECKS,2013,1/22/13,1/23/13,LAKE,NA,NA,NA,NA,NA,335,CAL FIRE,B,DEBRIS BURNING,pdf
BDU-2372,RIVER,2013,2/24/13,2/28/13,INYO,NA,NA,NA,NA,NA,407,CAL FIRE,BG,VEHICLE,pdf
RRU-22083,JURUPA,2013,2/28/13,3/2/13,RIVERSIDE,NA,NA,2,NA,NA,300,CAL FIRE,T,UNDETERMINED,pdf
BTU-5648,PANTHER,2013,5/1/13,5/9/13,TEHAMA,NA,NA,NA,NA,NA,"6,896",CALFIRE,TB,HUMAN,pdf
RRU-44298,SUMMIT,2013,5/1/13,5/4/13,RIVERSIDE,NA,2,NA,NA,NA,"2,956",CAL FIRE,BG,UNDETERMINED,pdf
VNC-12193,SPRINGS,2013,5/2/13,5/9/13,VENTURA,NA,10,12,NA,NA,"24,251",CC,BG,Ul,pdf
BEU-2109,TRES PINOS,2013,5/3/13,5/4/13,SAN BENITO,NA,NA,NA,NA,NA,354,CAL FIRE,G,EQUIPMENT,pdf
MEU-3381,FOSTER,2013,5/3/13,5/5/13,MENDOCINO,NA,NA,NA,NA,NA,300,CAL FIRE,T,DEBRIS BURNING,pdf
RRU-45459,GORGONIO,2013,5/4/13,5/4/13,RIVERSIDE,NA,NA,NA,NA,NA,650,CAL FIRE,BG,UNDETERMINED,pdf
LAC-118144,LAKE,2013,5/17/13,5/20/13,LOS ANGELES,NA,NA,NA,NA,NA,712,CC,BG,HUMAN,pdf
MVU-10345,FELIPE,2013,5/23/13,5/29/13,SAN DIEGO,NA,NA,NA,NA,NA,"2,650",CAL FIRE,BG,HUMAN,pdf
MMU-8520,RIVER,2013,5/26/13,5/27/13,MERCED,NA,NA,NA,NA,NA,450,CAL FIRE,BG,HUMAN,pdf
MVU-11025,GENERAL,2013,5/26/13,5/31/13,SAN DIEGO,NA,NA,NA,NA,NA,"2,500",CAL FIRE,B,HUMAN,pdf
TCU-4607,SHELTON,2013,5/30/13,5/30/13,SAN JOAQUIN,NA,NA,NA,NA,NA,303,CAL FIRE,G,EQUIPMENT,pdf
MMU-9861,ROLLING,2013,6/16/13,6/18/13,MADERA,NA,1,NA,NA,NA,480,CAL FIRE,G,VEHICLE,pdf
BDU-7912,MILL,2013,6/28/13,7/2/13,SAN BERNARDINO,NA,NA,3,NA,NA,534,CAL FIRE,BG,HUMAN,pdf
SCU-3899,KIRKER,2013,7/1/13,7/2/13,CONTRA COSTA,NA,2,NA,NA,NA,492,CAL FIRE,TG,ELECTRICAL POWER,pdf
LMU-2700,FOX,2013,7/3/13,7/7/13,MODOC,NA,NA,NA,NA,NA,502,CAL FIRE,G,LIGHTNING,pdf
MVU-14084,CHARIOT,2013,7/6/13,7/15/13,SAN DIEGO,NA,149,9,NA,NA,"7,055",CAL FIRE,TB,UNDETERMINED,pdf
RRU-71832,MOUNTAIN,2013,7/15/13,7/31/13,RIVERSIDE,NA,23,1,NA,NA,"27,531",CAL FIRE,TB,ELECTRICAL POWER,pdf
KRN-1323633,RANCHO,2013,7/19/13,7/22/13,KERN,NA,NA,NA,NA,NA,500,CC,BG,UNDETERMINED,pdf
KRN-1324091,WATER,2013,7/23/13,7/25/13,KERN,NA,NA,NA,NA,NA,612,CC,W,HUMAN,pdf
RRU-79781,SILVER,2013,8/7/13,8/15/13,RIVERSIDE,NA,48,8,NA,NA,"20,292",CAL FIRE,B,UNDETERMINED,pdf
BTU-10969,SWEDES,2013,8/16/13,8/22/13,BUTTE,NA,8,NA,NA,NA,"2,264",CAL FIRE,BG,EQUIPMENT,pdf
TGU-6768,DEER,2013,8/23/13,8/29/13,TEHAMA,NA,NA,NA,NA,NA,"11,429",CAL FIRE,BG,ELECTRICAL POWER,pdf
SCU-5452,MORGAN,2013,9/8/13,9/14/13,CONTRA COSTA,NA,NA,NA,NA,NA,"3,100",CAL FIRE,G,HUMAN,pdf
SHU-8265,CLOVER,2013,9/9/13,9/15/13,SHASTA,NA,196,15,NA,1,"8,073",CAL FIRE,B,UNDETERMINED,pdf
LNU-8566,PUTAH,2013,10/3/13,10/4/13,NAPA,NA,NA,NA,NA,NA,376,CAL FIRE,G,UNDETERMINED,pdf
BTU-13464,SUMMIT,2013,10/4/13,10/5/13,BUTTE,NA,54,6,NA,NA,305,CAL FIRE,BG,MISCELLANEOUS,pdf
LNU-10188,MCCABE,2013,11/22/13,11/28/13,SONOMA,NA,1,NA,NA,NA,"3,505",CAL FIRE,G,ELECTRICAL POWER,pdf
LPF-1281,GRAND,2013,5/15/13,5/22/13,KERN,NA,NA,NA,NA,NA,"4,346",USFS,BT,Ul,pdf
LPF-1473,WHITE,2013,5/27/13,6/5/13,SANTA BARBARA,NA,NA,1,NA,NA,"1,984",USFS,BG,HUMAN,pdf
ANF-2297,POWERHOUSE,2013,5/30/13,6/10/13,LOS ANGELES,NA,58,4,NA,NA,"30,274",USFS,BT,Ul,pdf
LPF-1535,BRANCH,2013,6/1/13,6/4/13,SAN LUIS OBISPO,NA,NA,NA,NA,NA,486,USFS,BG,Ul,pdf
BDF-8526,HATHAWAY,2013,6/9/13,10/15/13,RIVERSIDE,NA,1,NA,NA,NA,"3,870",USFS,B,Ul,pdf
SNF-1216,CARSTENS,2013,6/16/13,6/26/13,MARIPOSA,NA,NA,NA,NA,NA,"1,708",USFS,T,HUMAN,pdf
ENF-16230,KYBURZ,2013,7/8/13,7/11/13,EL DORADO,NA,2,NA,NA,NA,572,USFS,TB,HUMAN,pdf
SNF-1732,ASPEN,2013,7/22/13,9/8/13,FRESNO,NA,NA,NA,NA,NA,"22,992",USFS,TB,LIGHTNING,pdf
SRF-1373,DANCE,2013,7/29/13,8/2/13,HUMBOLDT,NA,3,NA,NA,NA,577,USFS,TR,Ul,pdf
KNF-5949,FORKS COMPLEX,2013,7/31/13,10/1/13,SISKIYOU,NA,NA,NA,NA,NA,"37,246",USFS,TB,HUMAN,pdf
CNF-2512,FALLS,2013,8/5/13,8/9/13,RIVERSIDE,NA,NA,NA,NA,NA,"1,383",USFS,BG,Ul,pdf
