incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
CDD-12920,BARSTOW,2019,08/11/19,08/12/19,SAN BERNARDINO,NA,NA,NA,NA,NA,685,LOCAL,G,UNDETERMINED,pdf
CCD-30580,LONG VALLEY,2019,08/24/19,08/27/19,LASSEN,NA,1,4,NA,NA,"2,438",BLM,"B, G",UNDETERMINED,pdf
NOD-4869,R-1 RANCH,2019,08/28/19,09/04/19,LASSEN,NA,NA,NA,NA,NA,"3,380",BLM,"B, G, T",LIGHTNING,pdf
SHF-1209,SOUTH,2019,09/05/19,11/27/19,TEHAMA,NA,2,NA,NA,NA,"5,332",USFS,"B, T",LIGHTNING,pdf
PNF-1324,WALKER,2019,09/04/19,09/25/19,PLUMAS,NA,9,NA,NA,NA,"54,608",USFS,"B, T",UNDETERMINED,pdf
INF-2018,TABOOSE,2019,09/04/19,11/21/19,INYO,NA,NA,NA,NA,NA,"10,400",USFS,"B, G, T",LIGHTNING,pdf
MDF-836,LONE,2019,09/05/19,09/17/19,MODOC,NA,NA,NA,NA,NA,"5,737",USFS,"B, G, T",LIGHTNING,pdf
KNF-7074,LIME,2019,09/05/19,09/25/19,SISKIYOU,NA,NA,NA,NA,NA,"1,872",USFS,"B, T",LIGHTNING,pdf
SHF-1196,MIDDLE,2019,09/05/19,10/11/19,TRINITY,NA,NA,NA,NA,NA,"1,339",USFS,"B, T",LIGHTNING,pdf
CMS-1901132,SANDALWOOD,2019,10/10/19,10/15/19,RIVERSIDE,NA,73,16,NA,2,"1,011",LOCAL,"B, T",UNDETERMINED,pdf
LFD-1582,SADDLE RIDGE,2019,10/10/19,10/26/19,LOS ANGELES,NA,24,91,NA,1,"8,799",LOCAL,"B, G, T",UNDETERMINED,pdf
ENF-30945,CAPLES,2019,10/10/19,10/31/19,EL DORADO,NA,NA,NA,NA,NA,"3,435",USFS,"B, T",PRESCRIBED FIRE,pdf
LAC-326166,TICK,2019,10/24/19,10/31/19,LOS ANGELES,NA,29,46,NA,NA,"3,950",LOCAL,"B, G",UNDETERMINED,pdf
LFD-1583,GETTY,2019,10/28/19,11/14/19,LOS ANGELES,NA,13,19,NA,NA,745,LOCAL,"B, G",ELECTRICAL POWER,pdf
LPF-2908,CAVE,2019,11/25/19,12/13/19,SANTA BARBARA,NA,NA,1,NA,NA,"3,126",USFS,"B, G",UNDETERMINED,pdf
Contract Counties,A< .25 acres or <,2019,B.26-9.99acres,C10-99acres,Total,NA,NA,NA,NA,NA,E 300-999 acres,D 100-299 acres,F 1000-4999 acres,G 5000 acres >,pdf
NA,.25 acres or <,2019,.26-9.99acres,10-99acres,Total,NA,NA,NA,NA,NA,300-999 acres,100-299 acres,1000-4999 acres,5000 acres >,pdf
COUNTY,.25 acres or <,2019,.26-9.99acres,10-99acres,Total,NA,NA,NA,NA,NA,300-999 acres,100-299 acres,1000-4999 acres,5000 acres >,pdf
SOUTHERN REGION,.25 acres or <,2019,.26-9.99acres,10-99acres,Total,NA,NA,NA,NA,NA,300-999 acres,100-299 acres,1000-4999 acres,5000 acres >,pdf
NA,.25 acres or <,2019,.26-9.99acres,10-99acres,Total,NA,NA,NA,NA,NA,300-999 acres,100-299 acres,1000-4999 acres,5000 acres >,pdf
COUNTY,.25 acres or <,2019,.26-9.99acres,10-99acres,Total,NA,NA,NA,NA,NA,300-999 acres,100-299 acres,1000-4999 acres,5000 acres >,pdf
COUNTY,.25 acres or <,2019,.26-9.99acres,10-99acres,Total,NA,NA,NA,NA,NA,300-999 acres,100-299 acres,1000-4999 acres,5000 acres >,pdf
