incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
SCU-5218,COUNTRY,2018,43303,43305,SANTA CLARA,NA,NA,NA,NA,NA,320,CAL FIRE,"B, G",EQUIPMENT USE,csv
SHU-7808,CARR,2018,43304,43344,SHASTA,NA,1614,279,3,4,229651,CAL FIRE,"B, G",VEHICLE,csv
MVU-11206,PASQUAL,2018,43308,43312,SAN DIEGO,NA,NA,NA,NA,NA,365,CAL FIRE,B,UNDETERMINED,csv
MEU-8653,RIVER - MENDOCINO COMPLEX,2018,43308,43370,"COLUSA, LAKE, MENDOCINO",NA,35,11,NA,NA,48920,CAL FIRE,"B, G, T",UNDETERMINED,csv
MEU-8646,RANCH - MENDOCINO COMPLEX,2018,43308,43329,"COLUSA, GLENN, LAKE, MENDOCINO",NA,246,27,1,NA,410203,CAL FIRE,"B, G, T",HUMAN,csv
NEU-31125,SUNSET,2018,43313,43315,PLACER,NA,NA,NA,NA,NA,695,CAL FIRE,G,UNDETERMINED,csv
KRN-31160,TARINA,2018,43315,43317,KERN,NA,NA,NA,NA,NA,3516,CC,G,UNDETERMINED,csv
BEU-3889,TURKEY,2018,43318,43319,MONTEREY,NA,NA,NA,NA,NA,2225,CAL FIRE,G,HUMAN,csv
SHU-8470,HAT,2018,43321,43335,SHASTA,NA,NA,NA,NA,NA,1900,CAL FIRE,"B, T",UNDETERMINED,csv
LNU-12354,NELSON,2018,43322,43326,SOLANO,NA,1,1,NA,NA,2162,CAL FIRE,"B, G",HUMAN,csv
BEU-3992,GULCH,2018,43323,43323,MONTEREY,NA,NA,NA,NA,NA,700,CAL FIRE,G,VEHICLE,csv
TUU-389,RIVER 7,2018,43327,43331,TULARE,NA,NA,NA,NA,NA,496,CAL FIRE,G,UNDETERMINED,csv
LNU-14193,SNELL,2018,43351,43358,NAPA,NA,NA,NA,NA,NA,2490,CAL FIRE,"B, G",EQUIPMENT USE,csv
TCU-10699,TULLOCH,2018,43351,43353,TUOLUMNE,NA,NA,NA,NA,NA,573,CAL FIRE,G,VEHICLE,csv
BEU-4537,METZ,2018,43356,43358,MONTEREY,NA,NA,NA,NA,NA,411,CAL FIRE,"B, G",ELECTRICAL POWER,csv
MMU-19816,OAK,2018,43365,43372,MADERA,NA,NA,NA,NA,NA,360,CAL FIRE,"B, G",PLAYING WITH FIRE,csv
LAC-288255,CHARLIE,2018,43365,43373,LOS ANGELES,NA,NA,NA,NA,NA,3380,CC,"B, T",UNDETERMINED,csv
TGU-9672,SUN,2018,43380,43380,TEHAMA,NA,NA,NA,NA,NA,3889,CAL FIRE,"B, G",VEHICLE,csv
BTU-16272,JUNES,2018,43403,43416,BUTTE,NA,NA,NA,NA,NA,550,CAL FIRE,G,DEBRIS BURNING,csv
VNC-41023,HILL,2018,43412,43420,VENTURA,NA,4,2,NA,NA,4381,CC,B,UNDETERMINED,csv
BTU-16737,CAMP,2018,43412,43454,BUTTE,NA,18804,754,NA,85,153336,CAL FIRE,"B, G, T",ELECTRICAL POWER,csv
VNC-41028,WOOLSEY,2018,43412,43426,VENTURA,NA,1643,364,NA,3,96949,CC,"B, G",UNDETERMINED,csv
INF-3072,PLEASANT,2018,43149,43156,INYO,NA,NA,NA,NA,NA,2070,USFS,"B, G",UNDETERMINED,csv
MCP,ALPHA,2018,43224,43225,SAN DIEGO,NA,NA,NA,NA,NA,300,MIL,G,UNDETERMINED,csv
SNF-493,LIONS,2018,43262,43295,MADERA,NA,NA,NA,NA,NA,12990,USFS,"B, T",LIGHTNING,csv
NOD-2938,TUMBLEWEED,2018,43265,43268,LASSEN,NA,NA,NA,NA,NA,646,BLM,"B, G",HUMAN,csv
BOB-4636,YANKEE,2018,43271,43273,SAN LUIS OBISPO,NA,NA,NA,NA,NA,1500,MIL,G,UNDETERMINED,csv
MCP-1837,PENDLETON COMPLEX,2018,43287,43291,SAN DIEGO,NA,NA,NA,NA,NA,1520,MIL,G,UNDETERMINED,csv
CNF-2238,WEST,2018,43287,43291,SAN DIEGO,NA,48,14,NA,NA,505,USFS,"B, G",UNDETERMINED,csv
INF-1071,GEORGES,2018,43289,43304,INYO,NA,NA,NA,NA,NA,2941,USFS,"B, T",UNDETERMINED,csv
CHI-7178,STONEY,2018,43293,43301,BUTTE,NA,NA,NA,NA,NA,1000,LOCAL,"B, G",UNDETERMINED,csv
NOD-3575,EAGLE,2018,43294,43301,MODOC,NA,NA,NA,NA,NA,2100,BLM,"B, G, T",UNDETERMINED,csv
SNF-745,FERGUSON,2018,43294,43334,MARIPOSA,NA,11,NA,2,NA,96901,USFS,"B, G, T",UNDETERMINED,csv
BDF-11390,CRANSTON,2018,43306,43321,RIVERSIDE,NA,12,5,NA,NA,13139,USFS,"B, G, T",HUMAN,csv
LNF-3951,WHALEBACK,2018,43308,43318,LASSEN,NA,NA,NA,NA,NA,18703,USFS,"B, T",UNDETERMINED,csv
YUB-6117,BUTTE,2018,43312,43314,SUTTER,NA,NA,NA,NA,NA,1000,LOCAL,"B, G",UNDETERMINED,csv
INF-1394,OWENS,2018,43312,43317,MONO,NA,NA,NA,NA,NA,338,USFS,B,UNDETERMINED,csv
OVD-1396,HOTCREEK,2018,43312,43317,MONO,NA,NA,NA,NA,NA,419,BLM,B,UNDETERMINED,csv
MNF-874,EEL,2018,43312,43320,MENDOCINO,NA,10,NA,NA,NA,972,USFS,"B, G",HUMAN,csv
STF-1702,DONNELL,2018,43313,43404,TUOLUMNE,NA,135,NA,NA,NA,36450,USFS,"B, T",UNDETERMINED,csv
CNF-2664,HOLY,2018,43318,43357,ORANGE,NA,24,18,NA,NA,23025,USFS,"B, G",ARSON,csv
SHF-1223,HIRZ,2018,43321,43355,SHASTA,NA,NA,NA,NA,NA,46051,USFS,"B, G, T",HUMAN,csv
MDF-1193,STONE,2018,43327,43344,MODOC,NA,2,NA,NA,NA,39387,USFS,"B, G, T",LIGHTNING,csv
HIA-115,MILL CREEK 1,2018,43328,43342,HUMBOLDT,NA,NA,NA,NA,NA,3674,BIA,"B, G, T",HUMAN,csv
SQF-2140,CALL,2018,43330,43333,KERN,NA,NA,NA,NA,NA,367,USFS,"B, G",HUMAN,csv
LPF-2334,FRONT,2018,43331,43341,SAN LUIS OBISPO,NA,NA,NA,NA,NA,1014,USFS,"B, G",UNDETERMINED,csv
TNF-1355,NORTH,2018,43346,43359,PLACER,NA,NA,NA,NA,NA,1120,USFS,T,UNDETERMINED,csv
SHF-1438,KERLIN,2018,43347,43360,TRINITY,NA,5,NA,NA,NA,1751,USFS,T,HUMAN,csv
SHF-1444,DELTA,2018,43348,43384,SHASTA,NA,42,4,NA,NA,63311,USFS,"B, T",HUMAN,csv
FHL-2806,NACIMIENTO,2018,43375,43376,MONTEREY,NA,NA,NA,NA,NA,450,MIL,G,UNDETERMINED,csv
SQF-2733,ALDER,2018,43377,43456,TULARE,NA,NA,NA,NA,NA,4654,USFS,T,LIGHTNING,csv
SUI-412,BRANSCOMBE,2018,43380,43381,SOLANO,NA,2,NA,NA,NA,4500,LOCAL,G,UNDETERMINED,csv
SQF-2786,MOUNTAINEER,2018,43386,43456,TULARE,NA,NA,NA,NA,NA,1270,USFS,T,LIGHTNING,csv
