incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
NA,Brushy 3 Lightning,2008,39620,39642,Mendocino,0,NA,NA,0,0,NA,NA,Grass,Lightning,csv
NA,Oso Lightning,2008,39620,39642,Mendocino,0,NA,NA,0,0,NA,NA,Brush,Lightning,csv
NA,Red Mtn 1 Lightning,2008,39620,39661,Mendocino,0,NA,NA,0,0,NA,NA,Unknown,Lightning,csv
NA,Wagers Lightning,2008,39620,39620,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Jack Smith Lightning,2008,39620,39642,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Wild,2008,39620,39625,Sonoma-Lake-Napa,1,NA,NA,0,0,NA,NA,Grass,Unidentified,csv
NA,STA 57 ONO CDF IGO 2,2008,39620,39653,Shasta-Trinity,9,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Whitmore Rd/Old Cow C2,2008,39620,39644,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Coleman Fish Hatchery,2008,39620,39631,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Donkey Mine Rd/Oak RU,2008,39620,39631,Shasta-Trinity,0,NA,NA,0,0,NA,NA,"Brush, Grass",Lightning,csv
NA,EO2A,2008,39620,39635,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Brush,Lightning,csv
NA,Stein,2008,39620,39636,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Moon,2008,39620,39669,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Daugherty Gate,2008,39620,39642,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,IGO 6,2008,39620,39653,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Plantina 4,2008,39620,39633,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Lewiston 8,2008,39620,39652,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,IGO 13,2008,39620,39653,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,IGO 15,2008,39620,39653,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,IGO 16,2008,39620,39653,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,IGO 17,2008,39620,39653,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,IGO 18,2008,39620,39653,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Lakehead,2008,39620,39683,Shasta-Trinity,12,NA,NA,0,0,NA,NA,Brush,Lightning,csv
NA,Breakneck,2008,39620,39638,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,West Branch,2008,39620,39620,Butte,0,NA,NA,0,0,NA,NA,Unknown,Lightning,csv
NA,Frey,2008,39620,39657,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Flea Valley,2008,39620,39620,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Lynch,2008,39620,39620,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Paradise,2008,39620,39661,Humboldt-Del Norte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Brushy 1 Lightning,2008,39620,39625,Mendocino,0,NA,NA,0,0,NA,NA,Grass,Lightning,csv
NA,Squaw 1 Lightning 2,2008,39620,39642,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Humming Bird,2008,39620,39623,Santa Clara,0,NA,NA,0,0,NA,NA,Brush,Lightning,csv
NA,Venture,2008,39621,39633,Shasta-Trinity,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Quarry,2008,39621,39628,San Mateo-Santa Cruz,0,NA,NA,0,0,NA,NA,"Timber, Brush, Grass",Unidentified,csv
NA,Cliff Ridge B Lightning,2008,39621,39641,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Miscellaneous,csv
NA,5-8 Cliff Lightning,2008,39621,39642,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Walker,2008,39621,39628,Sonoma-Lake-Napa,0,NA,NA,0,0,NA,NA,Timber,Human,csv
NA,Shamrock East Lightning,2008,39621,39641,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Orr Incident,2008,39621,39639,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Popcorn,2008,39621,39637,Lassen-Modoc,0,NA,NA,0,0,NA,NA,"Timber, Woodland",Lightning,csv
NA,Oliver / MRP 588,2008,39622,39635,Madera-Mariposa-Merced,0,NA,NA,0,0,NA,NA,"Timber, Brush, Grass",Lightning,csv
NA,Corral,2008,39622,39636,Lassen-Modoc,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Mill Creek,2008,39623,39630,Tehama-Glenn,0,NA,NA,0,0,NA,NA,Grass,Lightning,csv
NA,Juan Creek Lightning,2008,39626,39644,Mendocino,0,NA,NA,0,0,NA,NA,"Brush, Grass",Unidentified,csv
NA,Hardy,2008,39629,39629,Mendocino,0,NA,NA,0,0,NA,NA,"Timber, Brush, Grass",Lightning,csv
NA,Wiggle,2008,39630,39631,Tulare,2,NA,NA,0,0,NA,NA,Unknown,Arson,csv
NA,Dixie,2008,39631,39633,Lassen-Modoc,0,NA,NA,0,0,NA,NA,"Timber, Brush, Grass",Lightning,csv
NA,Orr Springs Rd Orr 3,2008,39632,39632,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Travis 3 Lightning,2008,39633,39633,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Casoose Creek Lightning,2008,39633,39633,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Butch Lightning,2008,39633,39633,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Albion Lightning,2008,39633,39637,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Montgomery Flat Lightning,2008,39633,39644,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Burger Ck Lightning,2008,39633,39641,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Brushy Lightning,2008,39633,39644,Mendocino,0,NA,NA,0,0,NA,NA,Unknown,Lightning,csv
NA,Orr Series Lightning,2008,39633,39642,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Jameson Lightning,2008,39633,39642,Mendocino,0,NA,NA,0,0,NA,NA,Unknown,Lightning,csv
NA,Jack Smith Lightning,2008,39633,39644,Mendocino,0,NA,NA,0,0,NA,NA,"Brush, Grass",Unidentified,csv
NA,Low Gap 1 Lightning,2008,39633,39644,Mendocino,0,NA,NA,0,0,NA,NA,"Brush, Grass",Unidentified,csv
NA,Lost Pipe Lightning,2008,39633,39639,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Horse Lightning,2008,39633,39637,Mendocino,0,NA,NA,0,0,NA,NA,"Brush, Grass",Unidentified,csv
NA,Travis 1 Lightning,2008,39634,39634,Mendocino,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Alder Creek Beach Rd Man,2008,39636,39636,Mendocino,0,NA,NA,0,0,NA,NA,Unknown,Lightning,csv
NA,Dino IC,2008,39639,39640,Madera-Mariposa-Merced,0,NA,NA,0,0,NA,NA,Grass,Unidentified,csv
NA,Hwy 152,2008,39650,39650,Madera-Mariposa-Merced,0,NA,NA,0,0,NA,NA,Grass,Unidentified,csv
NA,Telegraph,2008,39654,39706,Madera-Mariposa-Merced,130,NA,NA,0,0,NA,NA,"Timber, Brush, Grass",Miscellaneous,csv
NA,Craig,2008,39663,39671,Butte,2,NA,NA,0,0,NA,NA,"Timber, Brush",Unidentified,csv
NA,Turkey,2008,39667,39667,San Benito-Monterey,0,NA,NA,0,0,NA,NA,Grass,Equipment Use,csv
NA,Smokey,2008,39673,39673,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Rim,2008,39673,39673,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Empire,2008,39673,39673,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Camp,2008,39673,39673,Butte,117,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Elk,2008,39674,39675,Tulare,0,NA,NA,0,0,NA,NA,Grass,Arson,csv
NA,Rodeo,2008,39674,39674,Tulare,0,NA,NA,0,0,NA,NA,Grass,Unidentified,csv
NA,Rodeo 2,2008,39674,39675,Tulare,0,NA,NA,0,0,NA,NA,Grass,Unidentified,csv
NA,Avenal,2008,39679,39680,Fresno-Kings,0,NA,NA,0,0,NA,NA,Grass,Unidentified,csv
NA,Gladding,2008,39692,39694,Nevada-Yuba-Placer,16,NA,NA,0,0,NA,NA,Grass,Structure,csv
NA,Deer Park,2008,39731,39735,Sonoma-Lake-Napa,2,NA,NA,0,0,NA,NA,"Timber, Brush",Equipment Use,csv
NA,Foxborough,2008,39743,39743,San Bernardino,0,NA,NA,0,0,NA,NA,"Brush, Grass",Incendiary,csv
NA,Lackerman,2008,39744,39744,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Long,2008,39744,39744,Butte,0,NA,NA,0,0,NA,NA,Timber,Lightning,csv
NA,Freeway,2008,39767,39774,Riverside,245,NA,NA,0,0,NA,NA,Grass,Structure,csv
LNU-1057,"CONTROL BURN, GEYSERS",2008,39491,39491,LAKE,NA,0,0,0,0,400,LOCAL,G,DEBRIS,csv
YNP-764,WAWONA NW,2008,39547,39557,MARIPOSA,NA,0,0,0,0,1130,"NPS, USFS",TB,HUMAN,csv
SMD-0822735,SANTA ANITA,2008,39564,39570,LOS ANGELES,NA,1,0,0,0,584,LOCAL/LAC,B,ARSON,csv
BDF-5147,APACHE,2008,39567,39572,RIVERSIDE,NA,0,0,0,0,769,USFS,TBG,SMOKING,csv
INF-282,HONEY BEE,2008,39574,39591,TULARE,NA,0,0,0,0,1225,USFS,TB,LIGHTNING,csv
ANF-1444,BIGHORN,2008,39582,39589,LOS ANGELES,NA,0,0,0,0,490,USFS,B,MISC.,csv
SQF-967,CLOVER,2008,39596,39649,TULARE,NA,0,0,0,0,15300,USFS,TB,LIGHTNING,csv
KRN-016886,GRAPEVINE,2008,39605,39607,KERN,NA,0,0,0,0,507,CC,G,UNDETERMINED,csv
CDD-6343,ACOMA,2008,39606,39609,SAN BERNARDINO,NA,0,1,0,0,356,BLM,G,UNDETERMINED,csv
SQF-1023,RICHBAR,2008,39606,39607,KERN,NA,0,0,0,0,312,USFS,BG,ARSON,csv
LPF-1491,INDIANS,2008,39607,39639,MONTEREY,NA,15,1,0,0,81378,USFS,TBG,CAMPFIRE,csv
AEU-10884,JACKSON,2008,39609,39611,SACRAMENTO,NA,0,0,0,0,6400,LOCAL,N/A,UNDETERMINED,csv
MNF-2009,WHISKEY,2008,39611,39621,TEHAMA,NA,0,0,0,0,7783,USFS,BGW,MISC.,csv
SHF-1041,LIME COMPLEX,2008,39619,39675,TRINITY,NA,5,0,0,0,98715,USFS/BLM,T,LIGHTNING,csv
SRF-1036,SRF LIGHTNING COMPLEX,2008,39619,n/a,HUMBOLDT/TRINITY/ SISKIYOU,NA,0,0,0,0,900,USFS,T,LIGHTNING,csv
SRF-1120,MAD COMPLEX,2008,39619,39650,HUMBOLDT/TRINITY,NA,0,0,0,0,3705,USFS,TBG,LIGHTNING,csv
SRF-1123,HELLS HALF COMPLEX,2008,39619,39657,HUMBOLDT-TRINITY,NA,1,0,0,0,15146,USFS,TB,LIGHTNING,csv
SRF-1126,UKONOM-SOUTH COMPLEX,2008,39619,39706,HUMBOLDT,NA,0,0,0,0,29327,USFS,T,LIGHTNING,csv
KNF-2975,SISKIYOU / BLUE 2 COMPLEX,2008,39620,n/a,SISKIYOU,NA,0,0,1,0,82186,USFS,T,LIGHTNING,csv
KNF-3393,BEAR WALLOW COMPLEX (KLAMATH THEATER),2008,39621,39721,SISKIYOU,NA,0,0,2,0,192038,USFS,TB,LIGHTNING,csv
LNF-2713,CUB COMPLEX,2008,39620,39649,LASSEN,NA,0,0,0,0,19718,USFS,T,LIGHTNING,csv
LNF-2782,PETERSON COMPLEX,2008,39620,39631,SHASTA / LASSEN,NA,0,0,0,0,7842,USFS,TBG,LIGHTNING,csv
LPF-1649,BASIN COMPLEX,2008,39620,39656,MONTEREY,NA,58,9,0,0,162818,USFS,TB,LIGHTNING,csv
MNF-579,(MERGED WITH YOLLA BOLLY COMPLEX),2008,39620,39628,"LAKE, MENDOCINO/TEHAMA",NA,2,0,0,0,3000,USFS,BGWT,LIGHTNING,csv
MNF-645,SODA COMPLEX,2008,39620,39655,LAKE,NA,4,0,0,0,8632,USFS,TG,LIGHTNING,csv
PNF-0539,CANYON COMPLEX,2008,39620,39721,PLUMAS,NA,3,0,0,0,47680,USFS,T,LIGHTNING,csv
SHF-1057,IRON COMPLEX & ALPS COMPLEX,2008,39620,39700,TRINITY,NA,2,1,9,0,105805,USFS,TBG,LIGHTNING,csv
SNF-0718,SILVER KNOB,2008,39620,39631,MARIPOSA /MADERA,NA,0,0,0,0,1161,USFS,T,LIGHTNING,csv
SNF-715,OLIVER COMPLEX (MERGED WITH OLIVER),2008,39620,39625,MADERA/MARIPOSA,NA,0,0,0,0,1000,USFS,TB,LIGHTNING,csv
STF-1063,NORTH MOUNTAIN,2008,39620,39632,TUOLUMNE,NA,0,0,0,0,2889,USFS,BT,LIGHTNING,csv
TNF-1011,AMERICAN RIVER COMPLEX,2008,39620,39659,PLACER,NA,2,0,0,0,20541,USFS,TB,LIGHTNING,csv
TNF-1015,YUBA RIVER COMPLEX,2008,39620,39644,YUBA/ NEVADA/ SIERRA,NA,0,0,0,0,4254,USFS,TB,LIGHTNING,csv
WNP-1095,WHISKEYTOWN COMPLEX,2008,39620,39648,SHASTA,NA,0,0,0,0,6420,NPS,TB,LIGHTNING,csv
LNF-2776,ANTELOPE,2008,39621,39625,TEHEMA,NA,0,0,0,0,600,USFS,T,LIGHTNING,csv
LNF-2781,MILL COMPLEX,2008,39621,39628,TEHEMA,NA,0,0,0,0,2100,USFS,TG,LIGHTNING,csv
SQF-1356,PIUTE,2008,39627,39654,KERN,NA,51,0,0,0,37026,USFS,T,MISC.,csv
LPF-1778,GAP,2008,39630,39657,SANTA BARBARA,NA,4,0,0,0,9443,USFS,T,MISC.,csv
KNP-0020,TEHIPITE,2008,39648,39763,FRESNO,NA,0,0,0,0,11596,NPS,T,LIGHTNING,csv
PNF-0784,RICH,2008,39658,39670,PLUMAS,NA,9,0,0,0,6112,USFS,T,RAILROAD,csv
INF-0656,SHERWIN,2008,39663,39668,MONO,NA,0,0,0,0,347,USFS,T,HUMAN,csv
BNP-437,JACK,2008,39677,39682,SISKIYOU,NA,0,0,0,0,6900,NPS,BG,LIGHTNING,csv
KNF-4096,SLINKARD,2008,39677,39681,SISKIYOU,NA,0,0,0,0,374,USFS,T,LIGHTNING,csv
SHF-1944,GULCH,2008,39698,39702,SHASTA,NA,0,0,0,0,2847,USFS,TB,EQUIPMENT USE,csv
SHF-1949,ELMORE,2008,39698,39700,SHASTA,NA,0,0,0,0,343,USFS,TB,ARSON,csv
HIA-220,DEERHORN,2008,39699,39705,HUMBOLDT,NA,0,0,0,0,381,USFS,TBG,UNDETERMINED,csv
KNP-0035,HIDDEN,2008,39701,39721,TULARE,NA,0,0,0,0,3668,NP,T,LIGHTNING,csv
LPF-2754,CHALK,2008,39716,47055,MONTEREY,NA,0,0,0,0,16269,USFS,T,MISC.,csv
MCP-08-2515,ROBLAR,2008,39716,39720,SAN DIEGO,NA,0,0,0,0,400,MIL,B,MISC.,csv
STF-2458,DOME ROCK,2008,39721,39767,TUOLUMNE,NA,0,0,0,0,919,USFS,T,LIGHTNING,csv
MCP-2640,NOVEMBER,2008,39729,39730,SAN DIEGO,NA,0,0,0,0,1400,MIL,GB,HUMAN,csv
ANF-3833,MAREK,2008,39733,39737,LOS ANGELES,NA,65,9,0,0,4824,USFS,B,MISC.,csv
MRN-2428,ANGEL,2008,39733,39735,MARIN,NA,1,0,0,0,303,CC,B,UNDETERMINED,csv
LAC-8231953,SESNON,2008,39734,39739,LOS ANGELES,NA,78,15,0,0,14703,CC,BG,UNDETERMINED,csv
MCP-2699,JULIETT,2008,39734,39738,SAN DIEGO,NA,0,0,0,0,4026,MIL,BG,UNDETERMINED,csv
YNP-764,WAWONA NW,2008,39735,39740,MARIPOSA,NA,0,0,0,0,450,NP,T,HUMAN,csv
SBC-9981,TEA INCIDENT,2008,39765,39769,SANTA BARBARA,NA,221,9,0,0,1940,CC,T,CAMPFIRE,csv
LFD-1460,SAYRE,2008,39766,39773,LOS ANGELES,NA,604,147,0,0,11262,CC,TB,MISC.,csv
