incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
BDU-002312,WINTERTON,2011,3/9/11,3/9/11,INYO,NA,0,0,0,0,395,CALFIRE,BG,DEBRIS,pdf
BDU-002915,CENTER,2011,3/18/11,3/23/11,INYO,NA,19,0,0,0,850,CALFIRE,G,UNDETERMINED,pdf
BEU-001593,METZ,2011,5/12/11,5/14/11,MONTEREY,NA,0,0,0,0,832,CALFIRE,G,OTHER,pdf
BEU-001778,CATTLEMAN,2011,5/29/11,5/30/11,MONTEREY,NA,0,0,0,0,382,CALFIRE,G,OTHER,pdf
KRN-1117159,IKEA,2011,6/12/11,6/12/11,KERN,NA,0,0,0,0,640,CALFIRE/CC,G,OTHER,pdf
KRN-017988,ANTELOPE,2011,6/19/11,6/21/11,KERN,NA,2,0,0,0,"5,200",CALFIRE/CC,BG,UNDETERMINED,pdf
KRN-1118260,QUINN,2011,6/21/11,6/22/11,KERN,NA,0,0,0,0,"3,154",CALFIRE/CC,G,UNDETERMINED,pdf
TCU-005166,EASTMAN,2011,6/24/11,6/24/11,STANISLAUS,NA,0,0,0,0,330,CALFIRE,G,OTHER,pdf
SLU-004752,HIGHWAY,2011,6/24/11,6/24/11,SAN LUIS OBISPO,NA,0,0,0,0,387,CALFIRE,G,EQUIPMENT,pdf
MMU-009446,REST,2011,6/26/11,6/27/11,MERCED,NA,0,0,0,0,575,CALFIRE,G,OTHER,pdf
TUU-000134,STAGE,2011,6/27/11,7/02/11,TULARE,NA,0,0,0,0,"1,213",CALFIRE,T,EQUIPMENT,pdf
HUU-003190,SPANISH,2011,7/01/11,7/04/11,HUMBOLDT,NA,0,0,0,0,498,CALFIRE,TG,EQUIPMENT,pdf
SCU-002637,CHRISMAN,2011,7/05/11,07/06/11,SAN JOAQUIN,NA,0,0,0,0,400,CALFIRE,G,EQUIPMENT,pdf
ORC-045067,CARBON CANYON,2011,7/07/11,7/08/11,ORANGE,NA,0,0,0,0,508,CALFIRE/CC,B,UNDETERMINED,pdf
TUU-000188,GRANITE,2011,7/09/11,7/12/11,TULARE,NA,7,0,0,0,780,CALFIRE,G,UNDETERMINED,pdf
NEU-015232,KRISTA,2011,7/09/11,7/10/11,YUBA,NA,0,0,0,0,360,CALFIRE,BG,EQUIPMENT,pdf
SCU-002779,FLYNN,2011,7/14/11,7/14/11,ALAMEDA,NA,0,0,0,0,500,CALFIRE,G,EQUIPMENT,pdf
SCU-002885,FLYNN,2011,7/21/11,7/22/11,ALAMEDA,NA,0,0,0,0,545,CALFIRE,G,ARSON,pdf
MVU-008019,EAGLE,2011,7/21/11,7/29/11,SAN DIEGO,NA,0,0,0,0,"14,100",CALFIRE,TB,ARSON,pdf
MMU-011070,ROMERO,2011,7/23/11,7/23/11,MERCED,NA,0,0,0,0,489,CALFIRE,G,UNDETERMINED,pdf
MEU-005340,PASS,2011,8/03/11,8/07/11,MENDOCINO,NA,0,0,0,0,616,CALFIRE,TG,EQUIPMENT,pdf
RRU-071943,GILMAN,2011,8/06/11,8/07/11,RIVERSIDE,NA,0,0,0,0,945,CALFIRE,G,UNDETERMINED,pdf
LNU-006369,KNOXVILLE,2011,8/13/11,8/15/11,NAPA,NA,0,0,0,0,506,CALFIRE,B,UNDETERMINED,pdf
LNU-006823,BEACON,2011,8/27/11,8/30/11,SOLANO,NA,0,0,0,0,715,CALFIRE,BG,UNDETERMINED,pdf
LAC-194624,OASIS,2011,8/27/11,8/29/11,LOS ANGELES,NA,0,0,0,0,375,CALFIRE/CC,B,LIGHTNING,pdf
RRU-079634,KELLER,2011,8/29/11,8/31/11,RIVERSIDE,NA,0,0,0,0,450,CALFIRE,BG,EQUIPMENT,pdf
BDU-009968,HILL,2011,9/02/11,9/08/11,SAN BERNARDINO,NA,3,2,0,0,"1,153",CALFIRE/USFS,T,UNDETERMINED,pdf
SLU-007086,SODA,2011,9/03/11,9/04/11,SAN LUIS OBISPO,NA,1,0,0,0,"1,528",CALFIRE,BG,EQUIPMENT,pdf
TUU-000345,ROADRUNNER,2011,9/04/11,9/05/11,TULARE,NA,0,0,0,0,335,CALFIRE,T,UNDETERMINED,pdf
KRN-027244,CANYON,2011,9/04/11,9/11/11,KERN,NA,100,0,0,0,"14,585",CALFIRE/CC,T,EQUIPMENT,pdf
TCU-007982,MILTON,2011,9/09/11,9/11/11,SAN JOAQUIN,NA,0,0,0,0,"1,122",CALFIRE,G,LIGHTNING,pdf
KRN-0027912,KEENE COMPLEX,2011,9/10/11,9/14/11,KERN,NA,0,0,0,0,"10,470",CALFIRE/CC,B,LIGHTNING,pdf
