incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
BEU-2369,METZ,2016,05/22/16,05/25/16,MONTEREY,NA,NA,NA,NA,NA,"3,876",CAL FIRE,B.G,DEBRIS BURNING,pdf
MVU-14498,BORDER 3,2016,06/19/16,07/01/16,SAN DIEGO,NA,16,3,NA,2,"7,609",CAL FIRE,B.G,UNDETERMINED,pdf
MMU-12363,DINOSAUR,2016,06/25/16,06/26/16,MERCED,NA,NA,NA,NA,NA,"1,246",CAL FIRE,G,VEHICLE,pdf
AEU-17670,RANCHO,2016,06/28/16,06/30/16,SACRAMENTO,NA,NA,NA,NA,NA,372,CAL FIRE,G,VEHICLE,pdf
NEU-15200,TRAILHEAD,2016,06/28/16,08/14/16,PLACER,NA,NA,NA,NA,NA,"5,645",CAL FIRE,"B,T",UNDETERMINED,pdf
TGU-5731,COLYEAR,2016,06/30/16,07/06/16,TEHAMA,NA,NA,NA,NA,NA,464,CAL FIRE,B.G,ELECTRICAL POWER,pdf
FKU-9100,CURRY,2016,07/01/16,07/04/16,FRESNO,NA,NA,NA,NA,NA,"2,944",CAL FIRE,B.G,UNDETERMINED,pdf
KRN-24109,DEER,2016,07/01/16,07/10/16,KERN,NA,NA,NA,NA,NA,"1,785",CC,B.G.T,UNDETERMINED,pdf
TCU-6914,APPALOOSA,2016,07/02/16,07/15/16,CALAVERAS,NA,1,NA,NA,NA,310,CAL FIRE,B.G.T,ELECTRICAL POWER,pdf
SHU-6739,FIDDLER,2016,07/08/16,07/09/16,SHASTA,NA,1,1,NA,NA,303,CAL FIRE,B.G.T,ARSON,pdf
KRN-25390,FORT,2016,07/08/16,07/09/16,KERN,NA,NA,NA,NA,NA,554,CC,B.G,UNDETERMINED,pdf
LAC-198015,SAGE,2016,07/09/16,07/16/16,LOS ANGELES,NA,NA,2,NA,NA,"1,100",CC,B.G.T,CAMPFIRE,pdf
TCU-7341,PACHECO,2016,07/12/16,07/18/16,CALAVERAS,NA,2,NA,NA,NA,341,CAL FIRE,B.G.T,EQUIPMENT,pdf
BEU-3422,SOBERANES,2016,07/22/16,10/13/16,MONTEREY,NA,68,5,1,NA,"132,127",CAL FIRE,B.G.T,CAMPFIRE,pdf
FKU-10852,GOOSE,2016,07/30/16,08/09/16,FRESNO,NA,9,1,NA,NA,"2,241",CAL FIRE,B.G,ARSON,pdf
BTU-11608,99,2016,08/02/16,08/08/16,BUTTE,NA,NA,NA,NA,NA,520,CAL FIRE,G,PLAYING WITH FIRE,pdf
