incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
RRU-041963,PEDLEY,2010,40310,NA,Riverside,NA,0,0,0,0,850,CALFIRE,G,Equipment,csv
KRN-1013254,METZEN,2010,40313,NA,Kern,NA,1,0,0,0,360,CALFIRE/CC,G,Other,csv
RRU-044545,MCKINLEY,2010,40318,NA,Riverside,NA,0,0,0,0,1000,CALFIRE,G,Equipment,csv
TUU-000098,BALE,2010,40333,NA,Tulare,NA,0,0,0,0,485,CALFIRE,G,Equipment,csv
MMU-007933,CHILDS,2010,40334,NA,Merced,NA,0,0,0,0,462,CALFIRE,G,Human,csv
FKU-006047,WHITES,2010,40336,NA,Fresno,NA,0,0,0,0,350,CALFIRE,G,Equipment,csv
SCU-002282,STUHR,2010,40337,NA,Stanislaus,NA,0,0,0,0,586,CALFIRE,G,Equipment,csv
MMU-008291,ROBINSON,2010,40340,NA,Merced,NA,0,0,0,0,1600,CALFIRE,G,Undetermined,csv
SCU-002461,DIABLO,2010,40347,NA,Alameda,NA,1,0,0,0,475,CALFIRE,G,Undetermined,csv
BTU-007746,PALERMO,2010,40363,NA,Butte,NA,0,0,0,0,900,CALFIRE,BG,Misuse of Fire,csv
SBC-006024,166,2010,40371,NA,Santa Barbara,NA,1,0,0,0,350,CALFIRE/CC,G,Undetermined,csv
RRU-062475,SKINNER,2010,40374,NA,Riverside,NA,0,0,0,0,503,CALFIRE,G,Lightning,csv
RRU-062442,CACTUS,2010,40374,NA,Riverside,NA,1,0,0,0,720,CALFIRE,G,Lightning,csv
KRN-0021461,WEST,2010,40386,NA,Kern,NA,50,13,0,0,1658,CALFIRE/CC,BG,Equipment,csv
LAC-10169202,CROWN,2010,40388,NA,Los Angeles,NA,10,6,0,0,14000,CALFIRE/CC,BG,Undetermined,csv
TUU-000320,STOKES 2,2010,40407,NA,Tulare,NA,0,0,0,0,879,CALFIRE,G,Other,csv
NEU-017796,BASELINE,2010,40410,NA,Placer,NA,0,0,0,0,434,CALFIRE,G,Undetermined,csv
MVU-009309,MONTE,2010,40411,NA,San Diego,NA,0,0,0,0,2000,CALFIRE,BGT,Misuse of Fire,csv
SLU-006481,POZO,2010,40411,NA,San Luis Obispo,NA,0,0,0,0,1200,CALFIRE,BG,Undetermined,csv
LNU-006365,INDIAN,2010,40414,NA,Lake,NA,0,0,0,0,450,CALFIRE,B,Undetermined,csv
KRN-0024500,POST,2010,40415,NA,Kern,NA,0,0,0,0,1312,CALFIRE/CC,G,Undetermined,csv
NEU-8316,BULLARDS,2010,40417,NA,Nevada,NA,0,0,0,0,1500,CALFIRE,G,Other,csv
MVU-009767,COWBOY,2010,40423,NA,San Diego,NA,0,0,0,0,827,CALFIRE,B,Undetermined,csv
CND-1112,COTTON,2010,40313,40315,San Luis Obispo,NA,0,0,0,0,2044,USFS,G,Undetermined,csv
MCP-2054,ALISO,2010,40372,40374,San Diego,NA,0,0,0,0,3225,MIL / USFS,BG,Miscellaneous,csv
CND-2466,BODFISH,2010,40374,40377,Kern,NA,0,0,0,0,552,USFS,BG,Lightning,csv
CDD-11051,SAND 2,2010,40375,40381,Kern,NA,0,0,0,0,1254,USFS,B,Lightning,csv
KNP-0039,SHEEP,2010,40375,40476,Fresno,NA,0,0,0,0,9020,NPS,T,Lightning,csv
CDD-11175,INDIAN,2010,40377,40383,Kern,NA,0,0,0,0,1822,USFS,G,Lightning,csv
OVD-903,PATATO,2010,40383,40386,Mono,NA,0,0,0,0,686,USFS,B,Lightning,csv
YNP-2777,SLOPE,2010,40384,40201,Tuolumne,NA,0,0,0,0,1711,NPS,T,Lightning,csv
INF-934,MONO,2010,40385,40388,Mono,NA,0,0,0,0,1205,USFS,B,Lightning,csv
SQF-2701,BULL,2010,40385,40400,Kern,NA,14,0,0,0,16442,USFS,B,Miscellaneous,csv
NOD-3688,MCDONALD,2010,40386,40400,Lassen,NA,0,0,0,0,9408,USFS,BG,Lightning,csv
ANF-3201,BRIGGS,2010,40388,40389,Los Angeles,NA,0,0,0,0,510,USFS,B,Undetermined,csv
KNF-5561,DUTCH,2010,40390,40394,Siskiyou,NA,0,0,0,0,371,USFS,TG,Undetermined,csv
PNF-0700,BAR,2010,40390,40400,Plumas,NA,0,0,0,0,1040,USFS,T,Undetermined,csv
SNF-1497,BUCKHORN,2010,40397,40481,Madera,NA,0,0,0,0,466,USFS,T,Lightning,csv
YMP-3213,VERNON,2010,40398,40482,Tuolumne,NA,0,0,0,0,909,NPS,T,Lightning,csv
STF-2269,PINECREST,2010,40399,40466,Tuolumne,NA,0,0,0,0,799,USFS,T,Lightning,csv
TNF-1579,BULLARD,2010,40417,40421,Yuba,NA,0,0,0,0,1307,USFS,T,Human,csv
STF-35641,CANYON,2010,40433,40440,Kern,NA,1,0,0,0,9820,CC,GB,Undetermined,csv
AFV-3344,BEAR CREEK,2010,40479,40481,Santa Barbara,NA,0,0,0,0,1253,MIL,T,Powerline,csv
