incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
NA,Oak Glen III,2009,40055,40064,San Bernardino,0,NA,NA,0,0,NA,NA,"Brush, Grass",Undetermined,csv
NA,Forty Nine,2009,40055,40057,Placer,97,NA,NA,0,0,NA,NA,Grass,Arson,csv
NA,Oasis,2009,40063,40068,Lake,0,NA,NA,0,0,NA,NA,Brush,Open Outdoors,csv
NA,Vail,2009,40075,40076,Riverside,9,NA,NA,0,0,NA,NA,Brush,Equipment Use,csv
NA,Loma,2009,40111,40113,Santa Cruz,0,NA,NA,0,0,NA,NA,"Timber, Brush",Undetermined,csv
NA,Hernrick VMP,2009,40131,40131,San Luis Obispo,0,NA,NA,0,0,NA,NA,Grass,Debris,csv
LPF-1479,JESUSITA,2009,39938,39953,SANTA BARBARA,NA,160,17,0,0,8733,USFS,B,EQUIPMENT USE,csv
JTP-7519,LOST HORSE,2009,39957,39966,RIVERSIDE,NA,0,0,0,0,450,NPS,G,MISCELLANEOUS HUMAN,csv
YNP-1510,GROUSE,2009,39963,40037,MARIPOSA,NA,0,0,0,0,3007,NPS,T,LIGHTNING,csv
YNP-1659,HARDEN,2009,39972,40034,TUOLUMNE,NA,0,0,0,0,1654,NPS,T,LIGHTNING,csv
SQF-2025,SHOTGUN,2009,39981,40005,TULARE,NA,0,0,0,0,900,USFS,T,LIGHTNING,csv
KRN-18041,PARKWAY,2009,39986,39986,KERN,NA,0,0,0,0,690,CC,G,EQUIPMENT USE,csv
SQF-2139,LION,2009,39994,40046,TULARE,NA,0,0,0,0,2577,USFS,TB,LIGHTNING,csv
SQF-2139,GRANITE,2009,39994,40046,TULARE,NA,0,0,0,0,1417,USFS,TB,LIGHTNING,csv
SRF-1131,REDSPOT,2009,39995,40018,TRINITY/HUMBOLDT,NA,0,0,0,0,1120,USFS,T,LIGHTNING,csv
SRF-1131,BACKBONE,2009,40001,40018,TRINITY/HUMBOLDT,NA,0,0,1,0,5065,USFS,T,LIGHTNING,csv
MCP-091662,YANKEE,2009,40005,40008,SAN DIEGO,NA,0,0,0,0,2200,MIL,BG,UNIDENTIFIED,csv
LPF-2787,SULPHUR,2009,40005,40007,VENTURA,NA,0,0,0,0,343,USFS,BG,MISCELLANEOUS,csv
ANF-2787,OSITO,2009,40007,40009,LOS ANGELES,NA,0,0,0,0,304,USFS,B,EQUIPMENT USE,csv
INF-885,FORK,2009,40012,40021,INYO,NA,0,0,0,0,3268,USFS,T,LIGHTNING,csv
KNF-4692,TENNANT,2009,40013,40021,SISKIYOU,NA,3,0,0,0,3226,USFS,TB,EQUIPMENT USE,csv
STF-2207,KNIGHT,2009,40020,40036,TUOLUMNE,NA,0,0,0,0,6130,USFS,TB,MISCELLANEOUS,csv
YNP-2968,WILDCAT,2009,40023,40056,TUOLUMNE,NA,0,0,0,0,1255,NPS,T,LIGHTNING,csv
NOD-3741,DODGE COMPLEX (SIX FIRES),2009,40026,40028,LASSEN,NA,0,0,0,0,1600,BLM,BG,LIGHTNING,csv
LPF-2536,PONDEROSA,2009,40026,40032,MONTEREY,NA,0,0,0,0,458,USFS,B,MISCELLANEOUS,csv
LNF-3923,SUGAR LOAF,2009,40026,40037,SHASTA,NA,0,0,0,0,9356,USFS,T,LIGHTNING,csv
LNF-3874,BROWN (H-31),2009,40027,40037,SHASTA,NA,0,0,0,0,1865,USFS,T,LIGHTNING,csv
LNP-3883,FAIRFIELD,2009,40028,40086,SHASTA,NA,0,0,0,0,1664,NPS,T,LIGHTNING,csv
LPF-2631,LA BREA,2009,40033,40048,SANTA BARBARA,NA,2,0,0,0,91622,USFS,T,CAMPFIRE,csv
PNF-782,ELEPHANT,2009,40041,40056,PLUMAS,NA,0,0,0,0,445,USFS,T,MISCELLANEOUS,csv
