incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
HUU-81,RED,2014,41643,NA,HUMBOLDT,NA,NA,NA,NA,NA,333,CAL FIRE,"T,B",DEBRIS BURNING,csv
RRU-27677,PIERCE,2014,41713,NA,RIVERSIDE,NA,NA,NA,NA,NA,350,LOCAL,"B,G",ARSON,csv
MVU-10055,BERNARDO,2014,41772,NA,SAN DIEGO,NA,NA,NA,NA,NA,1548,LOCAL,"B,G",EQUIPMENT USE,csv
MVU-10242,SAN DIEGO COMPLEX,2014,41773,NA,SAN DIEGO,NA,48,5,NA,NA,2438,CAL FIRE,B,UNDETERMINED,csv
MMU-8974,HUNTER,2014,41785,NA,MARIPOSA,NA,3,NA,NA,NA,677,CAL FIRE,B,UNDETERMINED,csv
TCU-4987,59,2014,41794,NA,TUOLUMNE,NA,NA,NA,NA,NA,402,CAL FIRE,G,VEHICLE,csv
MMU-10597,GUN CLUB,2014,41809,NA,MERCED,NA,NA,NA,NA,NA,400,CAL FIRE,G,DEBRIS BURNING,csv
LNU-5333,BUTTS,2014,41821,NA,NAPA,NA,9,NA,NA,NA,4300,CAL FIRE,G,EQUIPMENT USE,csv
LNU-5465,MONTICELLO,2014,41824,NA,YOLO,NA,NA,NA,NA,NA,6488,CAL FIRE,G,HUMAN,csv
SHU-6248,BULLY,2014,41831,NA,SHASTA,NA,18,1,NA,1,12661,CAL FIRE,G,VEHICLE,csv
MMU-12965,GUN CLUB,2014,41844,NA,MERCED,NA,NA,NA,NA,NA,422,CAL FIRE,G,HUMAN,csv
AEU-18237,SAND,2014,41845,NA,EL DORADO,NA,47,NA,NA,NA,4240,CAL FIRE,T,VEHICLE,csv
MMU-13131,KELLEY,2014,41846,NA,MERCED,NA,NA,NA,NA,NA,1000,CAL FIRE,"G,W",UNDETERMINED,csv
BTU-10700,WEB,2014,41849,NA,BUTTE,NA,NA,NA,NA,NA,378,CAL FIRE,"T,B",EQUIPMENT USE,csv
LMU-3472,DAY,2014,41850,NA,MODOC,NA,10,NA,NA,NA,13153,CAL FIRE,"T,B",LIGHTNING,csv
MEU-7202,LODGE COMPLEX,2014,41850,NA,MENDOCINO,NA,NA,NA,NA,NA,12535,CAL FIRE,T,LIGHTNING,csv
LNU-6737,THIRTY ONE 2,2014,41860,NA,YOLO,NA,NA,NA,NA,NA,370,CAL FIRE,G,VEHICLE,csv
MMU-14633,JUNCTION,2014,41869,NA,MADERA,NA,47,6,NA,NA,612,CAL FIRE,B,UNDETERMINED,csv
SHU-7763,OREGON,2014,41875,NA,TRINITY,NA,1,NA,NA,NA,461,CAL FIRE,"B,G",VEHICLE,csv
SHU-8322,GULCH,2014,41892,NA,SHASTA,NA,4,NA,NA,NA,1300,CAL FIRE,B,VEHICLE,csv
MEU-8882,BLACK,2014,41895,NA,MENDOCINO,NA,11,NA,NA,NA,403,CAL FIRE,B,EQUIPMENT USE,csv
MMU-16429,COURTNEY,2014,41896,NA,MADERA,NA,49,7,NA,NA,320,CAL FIRE,B,UNDETERMINED,csv
BTU-13428,NELSON,2014,41900,NA,BUTTE,NA,NA,NA,NA,NA,500,CAL FIRE,G,ELECTRICAL POWER,csv
NEU-23454,APPLEGATE,2014,41920,NA,PLACER,NA,10,NA,NA,NA,459,CAL FIRE,"T,B",UNDETERMINED,csv
LNF-27,CAMPBELL,2014,41641,41649,TEHAMA,NA,NA,NA,NA,NA,865,USFS,"T,B",HUMAN,csv
SQF-120,SODA,2014,41653,41748,TULARE,NA,NA,NA,NA,NA,1612,USFS,T,UNDETERMINED,csv
ANF-231,COLBY,2014,41655,41663,LOS ANGELES,NA,15,8,NA,NA,1952,USFS,"B,G",UNDETERMINED,csv
BDF-6646,ETIWANDA,2014,41759,41760,SAN BERNARDINO,NA,NA,NA,NA,NA,2200,USFS,"B,G",HUMAN,csv
SBC-5573,MIGUELITO,2014,41772,41775,SANTA BARBARA,NA,NA,NA,NA,NA,632,LOCAL,B,UNDETERMINED,csv
CBD-3777,POINSETTIA,2014,41773,41776,SAN DIEGO,NA,28,NA,NA,NA,600,LOCAL,B,UNDETERMINED,csv
MCP-1363,BASILONE COMPLEX,2014,41776,41778,SAN DIEGO,NA,NA,1,NA,NA,21240,MIL,"B,G",UNDETERMINED,csv
SQF-1850,SHIRLEY,2014,41803,41811,KERN,NA,4,NA,NA,NA,2545,USFS,"T,G",UNDETERMINED,csv
FHL-1693,STONY,2014,41809,41812,MONTEREY,NA,NA,NA,NA,NA,4840,MIL,"T,G",HUMAN,csv
FHL-1818,LOOP,2014,41820,41820,MONTEREY,NA,NA,NA,NA,NA,500,MIL,"B,G",UNDETERMINED,csv
MDF-344,MODOC JULY COMPLEX,2014,41821,41827,MODOC,NA,NA,NA,NA,NA,2566,USFS,B,LIGHTNING,csv
SQF-2381,NICOLLS,2014,41831,41839,KERN,NA,NA,NA,NA,NA,1680,USFS,T,UNDETERMINED,csv
YNP-57,DARK HOLE,2014,41836,41871,MARIPOSA,NA,NA,NA,NA,NA,1077,NPS,"T,B",LIGHTNING,csv
YNP-83,EL PORTAL,2014,41846,41855,MARIPOSA,NA,2,2,NA,NA,4689,NPS,B,UNDETERMINED,csv
SNF-1619,FRENCH,2014,41848,41869,MADERA,NA,NA,NA,NA,NA,13838,USFS,"T,B",HUMAN,csv
LNF-3479,BALD,2014,41850,41867,SHASTA,NA,NA,NA,NA,NA,39736,USFS,B,LIGHTNING,csv
